ticker,company_name,edinet_code,jpx_industry,broad_sector,business_theme,listing_date,listing_note,business_summary,source_note
1716,第一カッター興業株式会社,E00320,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,第一カッター興業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1717,明豊ファシリティワークス株式会社,E05377,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,明豊ファシリティワークス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1718,美樹工業株式会社,E00315,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,美樹工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1719,株式会社安藤・間,E00317,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社安藤・間のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1720,東急建設株式会社,E00316,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,東急建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1721,コムシスホールディングス株式会社,E00322,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,コムシスホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1723,日本電技株式会社,E00313,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,日本電技株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1724,シンクレイヤ株式会社,E05326,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,シンクレイヤ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1726,株式会社ビーアールホールディングス,E00312,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ビーアールホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1730,株式会社ハンモック,E39460,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ハンモックのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1736,株式会社　オーテック,E00304,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社　オーテックのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1738,株式会社ニットー,E05065,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ニットーのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1743,コーアツ工業株式会社,E00299,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,コーアツ工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1750,株式会社Ｗｉｌｌ　Ｓｍａｒｔ,E39487,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社Ｗｉｌｌ　ＳｍａｒｔのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1757,株式会社創建エース,E00288,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社創建エースのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1758,太洋基礎工業株式会社,E00287,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,太洋基礎工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1760,レジル株式会社,E39488,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,レジル株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1762,株式会社髙松コンストラクショングループ,E00285,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社髙松コンストラクショングループのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1764,工藤建設株式会社,E00282,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,工藤建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1766,東建コーポレーション株式会社,E00281,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,東建コーポレーション株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1768,株式会社ソネック,E00279,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ソネックのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1770,コージンバイオ株式会社,E38689,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,コージンバイオ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1771,日本乾溜工業株式会社,E00276,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,日本乾溜工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1773,ワイ・ティー・エル・コーポレーション・バーハッド,E05821,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ワイ・ティー・エル・コーポレーション・バーハッドのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1775,富士古河Ｅ＆Ｃ株式会社,E00273,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,富士古河Ｅ＆Ｃ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1776,三井住建道路株式会社,E00272,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,三井住建道路株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1777,川崎設備工業株式会社,E00271,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,川崎設備工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1780,株式会社　ヤマウラ,E00268,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社　ヤマウラのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1783,株式会社ｆａｎｔａｓｉｓｔａ,E00263,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ｆａｎｔａｓｉｓｔａのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1786,オリエンタル白石株式会社,E36102,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,オリエンタル白石株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1787,株式会社ナカボーテック,E00260,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ナカボーテックのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1788,株式会社三東工業社,E00259,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社三東工業社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1793,株式会社大本組,E00255,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社大本組のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1795,株式会社マサル,E00254,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社マサルのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1798,株式会社守谷商会,E00251,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社守谷商会のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1799,第一建設工業株式会社,E00250,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,第一建設工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1801,大成建設株式会社,E00052,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,大成建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1802,株式会社大林組,E00055,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社大林組のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1803,清水建設株式会社,E00053,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,清水建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1805,飛島建設株式会社,E00063,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,飛島建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1807,株式会社佐藤渡辺,E00167,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社佐藤渡辺のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1808,株式会社　長谷工コーポレーション,E00090,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社　長谷工コーポレーションのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1810,松井建設株式会社,E00064,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,松井建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1811,株式会社錢高組,E00069,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社錢高組のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1812,鹿島建設株式会社,E00058,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,鹿島建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1813,株式会社不動テトラ,E00097,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社不動テトラのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1814,大末建設株式会社,E00093,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,大末建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1815,鉄建建設株式会社,E00065,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,鉄建建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1820,西松建設株式会社,E00060,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,西松建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1821,三井住友建設株式会社,E00085,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,三井住友建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1822,大豊建設株式会社,E00095,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,大豊建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1826,佐田建設株式会社,E00121,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,佐田建設株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1827,株式会社ナカノフドー建設,E00105,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ナカノフドー建設のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1828,田辺工業株式会社,E00242,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,田辺工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
1832,株式会社北海電工,E01855,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社北海電工のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
